ResursId,Produktnamn,Kategori,Version,Uppdaterad,"A1-A3 resursens klimatpåverkan, konservativt värde",A4 transporters klimatpåverkan GWP-GHG,"A5 byggspills klimatpåverkan GWP-GHG, konservativt värde",Enhet för klimatpåverkan,"A1-A3 byggproduktens klimatpåverkan GWP-GHG, typiskt värde","Energislagets klimatpåverkan GWP-GHG, typiskt värde",A1-A3 faktor för konservativa värden,A5 faktor för byggspill,Teknisk livslängd,Omräkningsfaktor,Enhet för omräkningsfaktor,Beräknat biogeniskt kol,Produktstandard,Komponentkod enligt BK04,Komponentnamn enligt BK04,Produktens användningsområde,Användning av klimatdata,Bakgrund till värdet A1-A3 resursens klimatpåverkan,Teknisk beskrivning,Bakgrund till värdet A4 transport,Konsumtion på svenska marknaden,Kommentar till teknisk livslängd,Beskrivning av byggproduktens insamlade information över tid,Föreslagna generiska värden,Transporttyp Närdistribution,Bränsle Närdistribution,Avstånd(km) Närdistribution, MJ/Tonkm Närdistribution,Transporttyp Fabrik till byggarbetsplats,Bränsle Fabrik till byggarbetsplats,Avstånd(km) Fabrik till byggarbetsplats, MJ/Tonkm Fabrik till byggarbetsplats,Transporttyp Import till gräns/lager,Bränsle Import till gräns/lager,Avstånd(km) Import till gräns/lager, MJ/Tonkm Import till gräns/lager,Transporttyp Fabrik till återförsäljare/lager,Bränsle Fabrik till återförsäljare/lager,Avstånd(km) Fabrik till återförsäljare/lager, MJ/Tonkm Fabrik till återförsäljare/lager,Transporttyp Från gräns/lager till återförsäljare eller byggarbetsplats,Bränsle Från gräns/lager till återförsäljare eller byggarbetsplats,Avstånd(km) Från gräns/lager till återförsäljare eller byggarbetsplats, MJ/Tonkm Från gräns/lager till återförsäljare eller byggarbetsplats
6000000158,"Rostfri plåt, 65 % skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,4.25,0.0765,0.216,kg CO₂e/kg,3.4,,1.25,1.05,>50 år,7900.0,kg/m³,,EN 10088-4,01602,Takplåt,Data avser en stålplåt för beklädnadsändamål av väggar samt tak och inkluderar profilerad plåt.,"Flera använbara EPD finns för rosfria stålprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Återvunnet stål sparar 60 till 90% av energin jämfört med produktion av primärt stål. Den maximala andelen skrot i masugns stål (BOF) är begränsad till cirka 20%. I ljusbågsugn (EAF) kan andelen vara upp till 100%. Men idag är innehållet av återvunnet material vid ståltillverkning begränsat på grund av den begränsade tillgänglighet av metallskrot. Enligt EN 15804 är det endast ”post-consumer recycling” som inte har någon uppströms miljöpåverkan från ståltillverkningen. Används begreppet skrot kan det även innehålla spill som enligt EN15804 ska ha miljöpåverkan från de uppströms processer som genomgåtts. De nuvarande EPDerna på marknaden tar inte hänsyn till detta, varför stål i allmänhet som är baserat på ""skrot"" underskattar miljöpåverkan, om den faktiska mängden återvinning efter konsumenten inte rapporteras i EPD. Det här problemet hanteras inte i den aktuella databasen och måste täckas i framtida uppdateringar. Miljödata som används här i databasen är baserade på EPD från olika leverantörer som förekommer på den svenska marknaden.",Rostfritt stål produceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km) 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.",Marknaden omfattar inhemska tillverkare såväl som import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen.,Livslängden är normalt lika med den konstruktion den är en del av. Rostfritt stål underhållas normalt inte. ,Data är representativ för tillverkarna av produkter av rorstfritt stål som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När stålprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000159,"Aluminiumprofiler, primär",Stål och andra metaller,02.06.000,2024-12-16,7.5,0.0487,0.377,kg CO₂e/kg,6,,1.25,1.05,>50 år,2700.0,kg/m³,,EN 10219,01510,Metaller,"Aluminiumprofiler inklusive rör och stänger som används i byggbranschen.  Aluminium används i byggnadskonstruktioner till exempel som en del av dörrar, fönster, fasadpaneler, ljustak, räcken, staket, telekommunikationsmaster, solenergiteknik, VVS-enheter,stegar och trappor. Aluminiumprofiler används också för stora glaserade ytor som verandor och dubbel-glas-väggar.","Flera använbara EPD finns för aluminiumprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Byggprodukten avser primäraluminium som kommer från 100 % jungfrulig aluminium, dvs 0 % återvunnen. De viktigaste frågorna som påverkar klimatpåverkan av aluminiumprodukter är skrotinnehållet, energieffektiviteten i tillverkningsprocessen och växthusgasutsläpp från de energikällor som används. Jämfört med produktionen av primäraluminium  kräver sekundärt aluminiumtack ungefär 5 % av den ursprungliga energiförbrukningen. Alla aluminiumprodukter kan återvinnas efter användning. Aluminiumförlusterna vid smältning är låga, ungefär 3 %. Den termiska energin från naturgas som används för att smälta aluminiumskrot i många återvinningsanläggningar bidrar till förbrukningen av cirka 52 % av den totala icke-förnybara energiförbrukningen för sekundär götproduktion. På motsvarande sätt bidrar naturgas till ca 48 % av GWP-GHG A1-3. Tillverkningen av primärt aluminiumgöt innefattar brytning av bauxit, raffinering av aluminiumoxid, elektrolys (inklusive produktion av anod och smältning) och gjutning av primärt göt. Miljödata som används här baseras på EPD från olika leverantörer som förekommer på den svenska marknaden och jämförs med europeiska LCA-data.",Aluminium produceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 600 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.",Marknaden omfattar inhemska tillverkare såväl som import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen.,Livslängden är normalt lika med den konstruktion den är en del av. Aluminiumprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av aluminiumprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När aluminiumprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",600,1,,,0,0
6000000160,"Aluminiumprofiler, skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,2.13,0.0487,0.109,kg CO₂e/kg,1.7,,1.25,1.05,>50 år,2700.0,kg/m³,,EN 10219,01510,Metaller,"Aluminiumprofiler inklusive rör och stänger som används i byggbranschen.  Aluminium används i byggnadskonstruktioner till exempel som en del av dörrar, fönster, fasadpaneler, ljustak, räcken, staket, telekommunikationsmaster, solenergiteknik, VVS-enheter,stegar och trappor. Aluminiumprofiler används också för stora glaserade ytor som verandor och dubbel-glas-väggar.","Flera använbara EPD finns för aluminiumprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","De viktigaste frågorna som påverkar klimatpåverkan av aluminiumprodukter är skrotinnehållet, energieffektiviteten i tillverkningsprocessen och växthusgasutsläpp från de energikällor som används. Jämfört med produktionen av primäraluminium kräver sekundärt aluminiumtack ungefär 5 % av den ursprungliga energiförbrukningen. Alla aluminiumprodukter kan återvinnas efter användning. Aluminiumförlusterna vid smältning är låga, ungefär 3 %. Den termiska energin från naturgas som används för att smälta aluminiumskrot i många återvinningsanläggningar bidrar till förbrukningen av cirka 52 % av den totala icke-förnybara energiförbrukningen för sekundär götproduktion. På motsvarande sätt bidrar naturgas till ca 48 % av GWP-GHG A1-3. Tillverkningen av primärt aluminiumgöt innefattar brytning av bauxit, raffinering av aluminiumoxid, elektrolys (inklusive produktion av anod och smältning) och gjutning av primärt göt. Miljödata som används här baseras på EPD från olika leverantörer som förekommer på den svenska marknaden och jämförs med europeiska LCA-data.",Aluminium produceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 600 km och 40 km lastbil (2,5 MJ/ton km). Svensk reduktionsdieselmix används.",Marknaden omfattar inhemska tillverkare såväl som import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen.,Livslängden är normalt lika med den konstruktion den är en del av. Aluminiumprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av aluminiumprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När aluminiumprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",600,1,,,0,0
6000000161,"Aluminiumplåt, primär",Stål och andra metaller,02.06.000,2024-12-16,12.5,0.0487,0.627,kg CO₂e/kg,10,,1.25,1.05,>50 år,2700.0,kg/m³,,EN 10219,01510,Metaller,Aluminiumplåt används till bland annat tak- och väggbeklädnad.,"Flera använbara EPD finns för aluminiumprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Byggprodukten avser primäraluminium som kommer från 100 % jungfrulig aluminium, dvs 0 % återvunnen. De viktigaste frågorna som påverkar klimatpåverkan av aluminiumprodukter är skrotinnehållet, energieffektiviteten i tillverkningsprocessen och växthusgasutsläpp från de energikällor som används. Jämfört med produktionen av primäraluminium kräver sekundärt aluminiumtack ungefär 5 % av den ursprungliga energiförbrukningen. Alla aluminiumprodukter kan återvinnas efter användning. Aluminiumförlusterna vid smältning är låga, ungefär 3 %. Den termiska energin från naturgas som används för att smälta aluminiumskrot i många återvinningsanläggningar bidrar till förbrukningen av cirka 52 % av den totala icke-förnybara energiförbrukningen för sekundär götproduktion. På motsvarande sätt bidrar naturgas till ca 48 % av GWP-GHG A1-3. Tillverkningen av primärt aluminiumgöt innefattar brytning av bauxit, raffinering av aluminiumoxid, elektrolys (inklusive produktion av anod och smältning) och gjutning av primärt göt. Miljödata som används här baseras på EPD från olika leverantörer som förekommer på den svenska marknaden och jämförs med europeiska LCA-data.",Aluminium produceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 600 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.",Marknaden omfattar inhemska tillverkare såväl som import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen.,Livslängden är normalt lika med den konstruktion den är en del av. Aluminiumprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av aluminiumprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPD:er och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När aluminiumprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",600,1,,,0,0
6000000162,"Kopparplåt, 51 % skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,2.48,0.0765,0.128,kg CO₂e/kg,1.98,,1.25,1.05,>50 år,8960.0,kg/m³,,EN 1172,01510,Metaller,Kopparplåt används till bland annat tak- och väggbeklädnad.,"Flera använbara EPD finns för Kopparplåt. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Det största bidraget till miljöpåverkan kommer från utvinning av råvaror (malm, koncentrat). Kopparkoncentrationer i naturligt förekommande malmer ligger vanligtvis mellan 0,2 och 2,5 %. Geologiskt sett förekommer koppar med andra värdefulla och ädla metaller. Eftersom deras naturliga koncentrationer är mycket läga behöver malmen omfattande  bearbetning och behandling för att maximera återvinningsutbytet. Modern gruvtekniker kräver mindre energi än tidigare, vilket möjliggör återvinning av små mängder metall i proceessen . Det första steget vid malmutvinningen och bearbetning är de viktigaste bidragen till GWP-GHG A1-3. Metallen som produceras från malm och koncentrat kallas primär kopparproduktion. Metall kan också produceras genom återvinning av skrot som genereras under nedströms tillverkningsvärdekedja, samt från uttjänta produkter.",Kopparproduceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Marknaden omfattar främst av import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen. Det europeiska kopparinstitutet har publicerat information om kopparprodukters miljöpåverkan. Sammanställningen täcker cirka 90 % av EU: s produktion av både kopparmetall och kopparprodukter, vilket ger en representativ bild av den europeiska marknaden.",Livslängden är normalt lika med den konstruktion den är en del av. Kopparprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av kopparprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När kopparprodukter eller -ellement jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000163,"Kopparplåt, 97 % skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,0.625,0.0765,0.0351,kg CO₂e/kg,0.5,,1.25,1.05,>50 år,8960.0,kg/m³,,EN 1172,01510,Metaller,Kopparplåt används till bland annat tak- och väggbeklädnad.,"Flera använbara EPD finns för kopparplåt. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Det största bidraget till miljöpåverkan kommer från utvinning av råvaror (malm, koncentrat). Kopparkoncentrationer i naturligt förekommande malmer ligger vanligtvis mellan 0,2 och 2,5 %. Geologiskt sett förekommer koppar med andra värdefulla och ädla metaller. Eftersom deras naturliga koncentrationer är mycket läga behöver malmen omfattande  bearbetning och behandling för att maximera återvinningsutbytet. Modern gruvtekniker kräver mindre energi än tidigare, vilket möjliggör återvinning av små mängder metall i proceessen . Det första steget vid malmutvinningen och bearbetning är de viktigaste bidragen till GWP-GHG A1-3. Metallen som produceras från malm och koncentrat kallas primär kopparproduktion. Metall kan också produceras genom återvinning av skrot som genereras under nedströms tillverkningsvärdekedja, samt från uttjänta produkter.",Kopparproduceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Marknaden omfattar främst av import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen. Det europeiska kopparinstitutet har publicerat information om kopparprodukters miljöpåverkan. Sammanställningen täcker cirka 90 % av EU: s produktion av både kopparmetall och kopparprodukter, vilket ger en representativ bild av den europeiska marknaden.",Livslängden är normalt lika med den konstruktion den är en del av. Kopparprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av kopparprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När kopparprodukter eller -ellement jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000164,"Kopparrör, 51 % skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,2.97,0.0765,0.153,kg CO₂e/kg,2.38,,1.25,1.05,>50 år,8960.0,kg/m³,,EN 1057,01510,Metaller,"Kopparrör används ofta inom byggindustrin för vattenförsörjningsledningar och köldmedieledningar i VVS-system (värme, kyla och luftkonditionering). Kopparrör kan tillverkas som mjukt eller styvt koppar och erbjuder utmärkt korrosionsbeständighet och pålitliga anslutningar.","Flera använbara EPD finns för kopparrör. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Det största bidraget till miljöpåverkan kommer från utvinning av råvaror (malm, koncentrat). Kopparkoncentrationer i naturligt förekommande malmer ligger vanligtvis mellan 0,2 och 2,5 %. Geologiskt sett förekommer koppar med andra värdefulla och ädla metaller. Eftersom deras naturliga koncentrationer är mycket läga behöver malmen omfattande  bearbetning och behandling för att maximera återvinningsutbytet. Modern gruvtekniker kräver mindre energi än tidigare, vilket möjliggör återvinning av små mängder metall i proceessen . Det första steget vid malmutvinningen och bearbetning är de viktigaste bidragen till GWP-GHG A1-3. Metallen som produceras från malm och koncentrat kallas primär kopparproduktion. Metall kan också produceras genom återvinning av skrot som genereras under nedströms tillverkningsvärdekedja, samt från uttjänta produkter.",Kopparproduceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Marknaden omfattar främst av import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen. Det europeiska kopparinstitutet har publicerat information om kopparprodukters miljöpåverkan. Sammanställningen täcker cirka 90 % av EU: s produktion av både kopparmetall och kopparprodukter, vilket ger en representativ bild av den europeiska marknaden.",Livslängden är normalt lika med den konstruktion den är en del av. Kopparprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av kopparprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När kopparprodukter eller -ellement jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000165,"Kopparrör, 100 % skrotbaserad",Stål och andra metaller,02.06.000,2024-12-16,0.809,0.0765,0.0443,kg CO₂e/kg,0.647,,1.25,1.05,>50 år,8960.0,kg/m³,,EN 1057,01510,Metaller,Kopparrör används till bland annat tak- och väggbeklädnad.,"Flera använbara EPD finns för kopparprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Det största bidraget till miljöpåverkan kommer från utvinning av råvaror (malm, koncentrat). Kopparkoncentrationer i naturligt förekommande malmer ligger vanligtvis mellan 0,2 och 2,5 %. Geologiskt sett förekommer koppar med andra värdefulla och ädla metaller. Eftersom deras naturliga koncentrationer är mycket läga behöver malmen omfattande  bearbetning och behandling för att maximera återvinningsutbytet. Modern gruvtekniker kräver mindre energi än tidigare, vilket möjliggör återvinning av små mängder metall i proceessen . Det första steget vid malmutvinningen och bearbetning är de viktigaste bidragen till GWP-GHG A1-3. Metallen som produceras från malm och koncentrat kallas primär kopparproduktion. Metall kan också produceras genom återvinning av skrot som genereras under nedströms tillverkningsvärdekedja, samt från uttjänta produkter.",Kopparproduceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Marknaden omfattar främst av import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen. Det europeiska kopparinstitutet har publicerat information om kopparprodukters miljöpåverkan. Sammanställningen täcker cirka 90 % av EU: s produktion av både kopparmetall och kopparprodukter, vilket ger en representativ bild av den europeiska marknaden.",Livslängden är normalt lika med den konstruktion den är en del av. Kopparprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av kopparprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När kopparprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000166,"Kopparwire, primär",Stål och andra metaller,02.06.000,2024-12-16,5.3,0.0765,0.269,kg CO₂e/kg,4.24,,1.25,1.05,>50 år,8960.0,kg/m³,,EN 1172,01510,Metaller,Kopparwire/-tråd används till bland annat elektriska installationer och apparater.,"Flera använbara EPD finns för aluminiumprodukter. Många av EPDerna är företagsspecifika, men också allmänt använbara eftersom de representerar flera produkttyper. När skillnaden i miljöpåverkan varierar för mycket på grund av vilken typ av metallblandning som används för produkttypen, så delas de rapporterade uppgifterna upp, men om ett genomsnittlig användning av primära och sekundära metaller är möjliga att definiera så anges bara en enda datamängd.","Det största bidraget till miljöpåverkan kommer från utvinning av råvaror (malm, koncentrat). Kopparkoncentrationer i naturligt förekommande malmer ligger vanligtvis mellan 0,2 och 2,5 %. Geologiskt sett förekommer koppar med andra värdefulla och ädla metaller. Eftersom deras naturliga koncentrationer är mycket läga behöver malmen omfattande  bearbetning och behandling för att maximera återvinningsutbytet. Modern gruvtekniker kräver mindre energi än tidigare, vilket möjliggör återvinning av små mängder metall i proceessen . Det första steget vid malmutvinningen och bearbetning är de viktigaste bidragen till GWP-GHG A1-3. Metallen som produceras från malm och koncentrat kallas primär kopparproduktion. Metall kan också produceras genom återvinning av skrot som genereras under nedströms tillverkningsvärdekedja, samt från uttjänta produkter.",Kopparproduceras baserat på tekniska specifikationer som normalt är möjliga att uppnå med primära såväl som sekundära resurser.,"Påverkan baseras på en transport med lastbil (1 MJ/ton km), 1000 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.","Marknaden omfattar främst av import och det finns ingen tillgänglig statistik för hur mycket av den metall som konsumeras och dess ursprung i byggbranschen. Det europeiska kopparinstitutet har publicerat information om kopparprodukters miljöpåverkan. Sammanställningen täcker cirka 90 % av EU: s produktion av både kopparmetall och kopparprodukter, vilket ger en representativ bild av den europeiska marknaden.",Livslängden är normalt lika med den konstruktion den är en del av. Kopparprodukter kräver normalt sett inget underhåll. ,Data är representativ för tillverkarna av kopparprodukter som konsumeras på den svenska marknaden. Uppgifterna om miljöpåverkan baseras på EPDer och har jämförts med sektorövergripande EPD för alla europeiska producenter.,"När kopparprodukter eller -element jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv, dvs. hela livscykeln ska beaktas.","Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",1000,1,,,0,0
6000000167,"Korslimmat trä, u 12 %, barrträ",Trävaror,02.06.000,2024-12-16,0.12,0.0348,0.00774,kg CO₂e/kg,0.096,,1.25,1.05,>50 år,465.0,kg/m³,0.4,,10012,Massivträelement,"CLT har många användningsområde och kan användas i väggar, tak eller tak. I konstruktionssystem såsom väggar, golv och tak fungerar CLT-paneler som bärande element. ","Data är representativa för CLT som tillverkad batträ och är en massivt träprodukt bestående av flera (typiskt 3, 5, 7 eller 8) limmade enkelskiktspaneler, orienterade i rät vinkel mot varandra.","Miljöpåverkan baseras på de största producenterna och deras EPDer som är representativ för den CLT som konsumeras på den svenska marknaden. Användningen av fossil energi vid tillverkningen avgör till stora delatr resultatet för GWP-GHG A1-3. De svenska tillverkarna (och de senast uppdaterade EPD) använder idag reduktionsdiesel som består av minst 25 % biobaserad diesel. Barrträ-mixen som används för detta generiska dataset är en blandning baserad på 71 % gran och 29 % barrträd, vilket resulterar i en torr rå-densitet på 394 kg torrsubstans och per m³. Mängden lim som används är cirka 1 % PUR.",CLT har en fuktinnehåll på 12 % och CLT-tillverkningen baseras huvudsakligen på el och sågad vara.,"Miljöpåverkan baseras på en transport med lastbil (1 MJ/ton km), 400 km och 40 km lastbil (2,5 MJ/ton km). Svensk dieselmix används.",Konsumtionen i Sverige domineras av nationella producenter. Eftersom ingen statistik finns tillgänglig för inhemsk konsumtion så baseras miljöpåverkan på ett genomsnitt av tillverkarnas EPDer.,Livslängden för trä inomhus är normalt lika med konstruktionen den är en del av. Trä i i utomhusmiljöer behöver normalt underhåll under dessa 50 år.,Uppgifterna är representativa för de största producenterna och därmed den största konsumtionen av KL-trä som används i Sverige.,När produkten jämförs med andra material eller materialkombinationer ska bedömningen göras i den avsedda användningen och i ett livscykelperspektiv,"Lastbil, närdistribution","Diesel, reduktionsplikt",40,2.5,,,0,0,,,0,0,"Lastbil, landsväg","Diesel, reduktionsplikt",400,1,,,0,0
